IKN,İhale Kayıt No,İhale Adı,İhale Türü - Usulü,Kısmi Teklif,İhale Branş Kodları (OKAS),İhale Onay Tarihi,İlanın Şekli,İşin Yapılacağı Yer,İhale Yeri - Tarihi - Saati,İhale Durumu,Bağlı Olduğu En Üst İdare,Bağlı Olduğu İdare,İhaleyi Yapan İdare Adı,İdarenin İli,İdare Adı,İlk,Yaklaşık Maliyet,Yabancı Para Birimi Cinsinden Yaklaşık Maliyet,Sözleşme Tarihi,En Yüksek Teklif,En Düşük Teklif,Devir Bilgisi,Fesih Tarihi,Fesih Nedeni,İlk_parsed,Yaklaşık Maliyet_parsed,En Düşük Teklif_parsed,En Yüksek Teklif_parsed,pct_lowest_vs_estimate,pct_bid_spread,IhaleYeri_location,IhaleYeri_datetime
2023/960953,2023/960953e-ihale,Altınözü Süleyman Şah Çok Programlı Anadolu Lisesi Onarım,Yapım - Pazarlık - Pazarlık (MD 21 B),Verilemez,452100001,12.09.2023,Sonuç İlanı,Altınözü İlçesi,HATAY İL MİLLİ EĞİTİM MÜDÜRLÜĞÜ DESTEK HİZMETLERİ ŞUBESİ - 18.09.2023 11:30,Sonuç İlanı Yayımlanmış,MİLLİ EĞİTİM BAKANLIĞI,BAKAN YARDIMCILIKLARI,Hatay İl Milli Eğitim Müdürlüğü- MİLLİ EĞİTİM BAKANLIĞI BAKAN YARDIMCILIKLARI,HATAY,,"1.999.798,00 TRY","2.148.913,40 TRY",,26.09.2023,"2.575.130,00 TRY","1.999.798,00 TRY",Yok,,,1999798,2148913.4,1999798,2575130,-6.939106992399038,28.769505720077724,HATAY İL MİLLİ EĞİTİM MÜDÜRLÜĞÜ DESTEK HİZMETLERİ ŞUBESİ,18.09.2023 11:30
2023/959801,2023/959801e-ihale,"İskenderun Yunus Emre İmam-Hatip Ortaokulu, İskenderun Namık Kemal Ortaokulu ve Samandağ İlçesi Mağaracık Ortaokulu Onarım",Yapım - Pazarlık - Pazarlık (MD 21 B),Verilebilir,452100001,12.09.2023,Sonuç İlanı,"Samandağ, İskenderun İlçeleri",HATAY İL MİLLİ EĞİTİM MÜDÜRLÜĞÜ DESTEK HİZMETLERİ ŞUBESİ - 15.09.2023 15:30,Sonuç İlanı Yayımlanmış,MİLLİ EĞİTİM BAKANLIĞI,BAKAN YARDIMCILIKLARI,Hatay İl Milli Eğitim Müdürlüğü- MİLLİ EĞİTİM BAKANLIĞI BAKAN YARDIMCILIKLARI,HATAY,,"994.146,83 TRY","1.030.838,67 TRY",,04.10.2023,"1.001.410,00 TRY","994.146,83 TRY",Yok,,,994146.83,1030838.67,994146.83,1001410,-3.559416334274701,0.7305932867079648,HATAY İL MİLLİ EĞİTİM MÜDÜRLÜĞÜ DESTEK HİZMETLERİ ŞUBESİ,15.09.2023 15:30
2023/923508,2023/923508e-ihale,Hatay Antakya 2071 ada 1 nolu parseldeki prefabrik hizmet binası ve konteyner alanı ikmal yapım işi,Yapım - Pazarlık - Pazarlık (MD 21 B),Verilemez,"452100001, 452322101, 453322001",04.09.2023,Sonuç İlanı,Hatay Antakya,Hatay Vakıflar Bölge Müdürlüğü  - 15.09.2023 10:00,Sonuç İlanı Yayımlanmış,DİĞER ÖZEL BÜTÇELİ KURULUŞLAR,VAKIFLAR GENEL MÜDÜRLÜĞÜ,Vakıflar Bölge Müdürlüğü-Hatay DİĞER ÖZEL BÜTÇELİ KURULUŞLAR VAKIFLAR GENEL MÜDÜRLÜĞÜ,HATAY,,"3.913.532,50 TRY","3.996.419,91 TRY",,28.09.2023,"3.935.849,80 TRY","3.913.532,50 TRY",Yok,,,3913532.5,3996419.91,3913532.5,3935849.8,-2.0740415638655985,0.5702597333738717,Hatay Vakıflar Bölge Müdürlüğü,15.09.2023 10:00
2023/910467,2023/910467e-ihale,"HMKÜ ZİRAAT FAKÜLTESİ DEKANLIK, AKS, GÜZEL SANATLAR FAKÜLTESİ VE VETERİNER FAKÜLTESİ DERSLİK BLOĞU DEPREM SONRASI TADİLATI İŞİ",Yapım - Pazarlık - Pazarlık (MD 21 B),Verilemez,45000000,31.08.2023,Sonuç İlanı,Hatay Mustafa Kemal Üniversitesi Yerleşkeleri Antakya/HATAY,"Hatay Mustafa Kemal Üniversitesi, Tayfur Sökmen Kampüsü,Yapı İşleri Ve Teknik Daire Başkanlığı, Antakya/HATAY - 13.09.2023 13:00",Sonuç İlanı Yayımlanmış,YÜKSEKÖĞRETİM KURUMLARI,HATAY MUSTAFA KEMAL ÜNİVERSİTESİ,Yapı İşleri ve Teknik Daire Başkanlığı YÜKSEKÖĞRETİM KURUMLARI HATAY MUSTAFA KEMAL ÜNİVERSİTESİ,HATAY,,"9.220.046,53 TRY","8.470.331,39 TRY",,02.10.2023,"9.220.046,53 TRY","9.220.046,53 TRY",Yok,,,9220046.53,8470331.39,9220046.53,9220046.53,8.851072118442803,0,"Hatay Mustafa Kemal Üniversitesi, Tayfur Sökmen Kampüsü,Yapı İşleri Ve Teknik Daire Başkanlığı, Antakya/HATAY",13.09.2023 13:00
2023/923234,2023/923234e-ihale,Hatay/Antakya Cemil Meriç Yurdu (Yeni Yurt Binası) Kuyu Suyu Depolama Terfi Sistemi Yaptırılması İşi,Yapım - Pazarlık - Pazarlık (MD 21 B),Verilemez,452100001,04.09.2023,Sonuç İlanı,Hatay/Antakya Cemil Meriç Yurt Müdürlüğü(Yeni Yurt Binası),İl Müdürlüğü Toplantı Salonu(Alahan Mah. Fatih Cad. No: 10 Antakya/Hatay) - 11.09.2023 15:00,Sonuç İlanı Yayımlanmış,GENÇLİK VE SPOR İL MÜDÜRLÜKLERİ,GENÇLİK VE SPOR İL MÜDÜRLÜĞÜ,HATAY GENÇLİK VE SPOR İL MÜDÜRLÜĞÜ GENÇLİK VE SPOR İL MÜDÜRLÜKLERİ GENÇLİK VE SPOR İL MÜDÜRLÜĞÜ,HATAY,,"1.690.000,00 TRY","1.700.000,00 TRY",,21.09.2023,"1.720.000,00 TRY","1.690.000,00 TRY",Yok,,,1690000,1700000,1690000,1720000,-0.5882352941176471,1.7751479289940828,İl Müdürlüğü Toplantı Salonu(Alahan Mah. Fatih Cad. No: 10 Antakya/Hatay),11.09.2023 15:00
2023/927499,2023/927499e-ihale,Belen Soğukoluk Yaylası Vali Konağı Bakım Onarım İşi,Yapım - Pazarlık - Pazarlık (MD 21 B),Verilemez,452100001,06.09.2023,Sonuç İlanı,Belen/HATAY,Hatay Valiliği Yatırım İzleme ve Koordinasyon Başkanlığı Mustafa Kemal Üniversitesi Tayfur Sökmen Kampüsü Geçici Yerleşkesi - 08.09.2023 17:00,Sonuç İlanı Yayımlanmış,YATIRIM İZLEME VE KOORDİNASYON BAŞKANLIKLARI,HATAY YATIRIM İZLEME VE KOORDİNASYON BAŞKANLIĞI,YATIRIM İZLEME MÜDÜRLÜĞÜ YATIRIM İZLEME VE KOORDİNASYON BAŞKANLIKLARI HATAY YATIRIM İZLEME VE KOORDİNASYON BAŞKANLIĞI,HATAY,,"1.450.000,00 TRY","1.574.579,70 TRY",,20.09.2023,"1.600.000,00 TRY","1.450.000,00 TRY",Yok,,,1450000,1574579.7,1450000,1600000,-7.911933578211376,10.344827586206897,Hatay Valiliği Yatırım İzleme ve Koordinasyon Başkanlığı Mustafa Kemal Üniversitesi Tayfur Sökmen Kampüsü Geçici Yerleşkesi,08.09.2023 17:00
2023/745796,2023/745796e-ihale,YİKOB Ek Hizmet Binası Yapım İşi,Yapım - Pazarlık - Pazarlık (MD 21 B),Verilemez,45000000,06.09.2023,Sonuç İlanı,Antakya/HATAY,Hatay Valiliği Yatırım İzleme ve Koordinasyon Başkanlığı Mustafa Kemal Üniversitesi Tayfur Sökmen Kampüsü Geçici Yerleşkesi - 08.09.2023 16:00,Sonuç İlanı Yayımlanmış,YATIRIM İZLEME VE KOORDİNASYON BAŞKANLIKLARI,HATAY YATIRIM İZLEME VE KOORDİNASYON BAŞKANLIĞI,YATIRIM İZLEME MÜDÜRLÜĞÜ YATIRIM İZLEME VE KOORDİNASYON BAŞKANLIKLARI HATAY YATIRIM İZLEME VE KOORDİNASYON BAŞKANLIĞI,HATAY,,"10.200.000,00 TRY","10.361.826,32 TRY",,02.10.2023,"10.200.000,00 TRY","10.200.000,00 TRY",Yok,,,10200000,10361826.32,10200000,10200000,-1.5617548007695259,0,Hatay Valiliği Yatırım İzleme ve Koordinasyon Başkanlığı Mustafa Kemal Üniversitesi Tayfur Sökmen Kampüsü Geçici Yerleşkesi,08.09.2023 16:00
2023/928953,2023/928953e-ihale,Hatay İli Reyhanlı İlçesi Harran Mahallesi 609 (Eski 412) Nolu Parselde Bulunan Yapıların Restorasyon İkmal İnşaatı Yapım İşi,Yapım - Pazarlık - Pazarlık (MD 21 B),Verilemez,454541001,06.09.2023,Sonuç İlanı,Reyhanlı/HATAY,Hatay Valiliği Yatırım İzleme ve Koordinasyon Başkanlığı Mustafa Kemal Üniversitesi Tayfur Sökmen Kampüsü Geçici Yerleşkesi - 08.09.2023 15:30,Sonuç İlanı Yayımlanmış,YATIRIM İZLEME VE KOORDİNASYON BAŞKANLIKLARI,HATAY YATIRIM İZLEME VE KOORDİNASYON BAŞKANLIĞI,YATIRIM İZLEME MÜDÜRLÜĞÜ YATIRIM İZLEME VE KOORDİNASYON BAŞKANLIKLARI HATAY YATIRIM İZLEME VE KOORDİNASYON BAŞKANLIĞI,HATAY,,"26.496.759,81 TRY","26.538.320,72 TRY",,26.09.2023,"29.058.094,67 TRY","26.496.759,81 TRY",Yok,,,26496759.81,26538320.72,26496759.81,29058094.67,-0.15660715852559096,9.666596513560664,Hatay Valiliği Yatırım İzleme ve Koordinasyon Başkanlığı Mustafa Kemal Üniversitesi Tayfur Sökmen Kampüsü Geçici Yerleşkesi,08.09.2023 15:30
2023/875353,2023/875353e-ihale,MAKİNE İKMAL TESİSİ İÇERİSİNDE ÇELİK KONSTRÜKSİYON DEPO YAPILMASI İŞİ,Yapım - Pazarlık - Pazarlık (MD 21 B),Verilemez,452100001,01.09.2023,Sonuç İlanı,Antakya/HATAY,Fevzi Çakmak Mah. Hastahane Cad. No: 50 Antakya Belediyesi Ek Hizmet Binası Fen İşleri Müdürlüğü  - 08.09.2023 11:30,Sonuç İlanı Yayımlanmış,BELEDİYELER,,ANTAKYA BELEDİYESİ FEN İŞLERİ MÜDÜRLÜĞÜ,HATAY,,"1.796.090,00 TRY","2.020.692,36 TRY",,20.09.2023,"1.967.146,00 TRY","1.796.090,00 TRY",Yok,,,1796090,2020692.36,1796090,1967146,-11.115118978328798,9.523798918762424,Fevzi Çakmak Mah. Hastahane Cad. No: 50 Antakya Belediyesi Ek Hizmet Binası Fen İşleri Müdürlüğü,08.09.2023 11:30
2023/892049,2023/892049e-ihale,Antakya Hükümet Konağı Güçlendirme Yapım İşi,Yapım - Pazarlık - Pazarlık (MD 21 B),Verilemez,452100001,31.08.2023,Sonuç İlanı,Antakya/HATAY,Mustafa Kemal Üniversitesi Tayfur Sökmen Kampüsü Geçici Yerleşkesi - 06.09.2023 16:30,Sonuç İlanı Yayımlanmış,YATIRIM İZLEME VE KOORDİNASYON BAŞKANLIKLARI,HATAY YATIRIM İZLEME VE KOORDİNASYON BAŞKANLIĞI,YATIRIM İZLEME MÜDÜRLÜĞÜ YATIRIM İZLEME VE KOORDİNASYON BAŞKANLIKLARI HATAY YATIRIM İZLEME VE KOORDİNASYON BAŞKANLIĞI,HATAY,,"34.800.000,00 TRY","36.441.900,46 TRY",,19.09.2023,"34.800.000,00 TRY","34.800.000,00 TRY",Yok,,,34800000,36441900.46,34800000,34800000,-4.505529182821331,0,Mustafa Kemal Üniversitesi Tayfur Sökmen Kampüsü Geçici Yerleşkesi,06.09.2023 16:30
2023/890572,2023/890572e-ihale,Defne Hükümet Konağı Güçlendirme Yapım İşi,Yapım - Pazarlık - Pazarlık (MD 21 B),Verilemez,452100001,31.08.2023,Sonuç İlanı,Defne/HATAY,Hatay Valiliği Yatırım İzleme ve Koordinasyon Başkanlığı Mustafa Kemal Üniversitesi Tayfur Sökmen Kampüsü Geçici Yerleşkesi - 06.09.2023 15:00,Sonuç İlanı Yayımlanmış,YATIRIM İZLEME VE KOORDİNASYON BAŞKANLIKLARI,HATAY YATIRIM İZLEME VE KOORDİNASYON BAŞKANLIĞI,YATIRIM İZLEME MÜDÜRLÜĞÜ YATIRIM İZLEME VE KOORDİNASYON BAŞKANLIKLARI HATAY YATIRIM İZLEME VE KOORDİNASYON BAŞKANLIĞI,HATAY,,"26.600.000,00 TRY","27.154.868,93 TRY",,19.09.2023,"26.600.000,00 TRY","26.600.000,00 TRY",Yok,,,26600000,27154868.93,26600000,26600000,-2.0433496896278323,0,Hatay Valiliği Yatırım İzleme ve Koordinasyon Başkanlığı Mustafa Kemal Üniversitesi Tayfur Sökmen Kampüsü Geçici Yerleşkesi,06.09.2023 15:00
2023/915397,2023/915397e-ihale,İskenderun Karayılan Saraç Ortaokulu ve İskenderun Azganlık Organize Sanayi İlkokulu Onarım,Yapım - Pazarlık - Pazarlık (MD 21 B),Verilemez,452100001,01.09.2023,Sonuç İlanı,İskenderun İlçesi,HATAY İL MİLLİ EĞİTİM MÜDÜRLÜĞÜ DESTEK HİZMETLERİ ŞUBESİ - 06.09.2023 12:00,Sonuç İlanı Yayımlanmış,MİLLİ EĞİTİM BAKANLIĞI,BAKAN YARDIMCILIKLARI,Hatay İl Milli Eğitim Müdürlüğü- MİLLİ EĞİTİM BAKANLIĞI BAKAN YARDIMCILIKLARI,HATAY,,"2.643.449,00 TRY","3.044.084,65 TRY",,26.09.2023,"3.045.000,00 TRY","2.643.449,00 TRY",Yok,,,2643449,3044084.65,2643449,3045000,-13.16112053585632,15.190419788692727,HATAY İL MİLLİ EĞİTİM MÜDÜRLÜĞÜ DESTEK HİZMETLERİ ŞUBESİ,06.09.2023 12:00
2023/903911,2023/903911e-ihale,Hassa  Hükümet Konağı Yapım İşi,Yapım - Pazarlık - Pazarlık (MD 21 B),Verilemez,45000000,29.08.2023,Sonuç İlanı,Hassa/HATAY,Hatay Valiliği Yatırım İzleme ve Koordinasyon Başkanlığı Mustafa Kemal Üniversitesi Tayfur Sökmen Kampüsü Geçici Yerleşkesi - 01.09.2023 16:30,Sonuç İlanı Yayımlanmış,YATIRIM İZLEME VE KOORDİNASYON BAŞKANLIKLARI,HATAY YATIRIM İZLEME VE KOORDİNASYON BAŞKANLIĞI,YATIRIM İZLEME MÜDÜRLÜĞÜ YATIRIM İZLEME VE KOORDİNASYON BAŞKANLIKLARI HATAY YATIRIM İZLEME VE KOORDİNASYON BAŞKANLIĞI,HATAY,,"172.500.000,00 TRY","144.869.446,09 TRY",,12.10.2023,"172.500.000,00 TRY","172.500.000,00 TRY",Yok,,,172500000,144869446.09,172500000,172500000,19.072726966067464,0,Hatay Valiliği Yatırım İzleme ve Koordinasyon Başkanlığı Mustafa Kemal Üniversitesi Tayfur Sökmen Kampüsü Geçici Yerleşkesi,01.09.2023 16:30
2023/899898,2023/899898e-ihale,Antakya Kaymakam Evi Bakım Onarımı,Yapım - Pazarlık - Pazarlık (MD 21 B),Verilemez,452100001,29.08.2023,Sonuç İlanı,Antakya/HATAY,Mustafa Kemal Üniversitesi Tayfur Sökmen Kampüsü Geçici Yerleşkesi - 31.08.2023 16:30,Sonuç İlanı Yayımlanmış,YATIRIM İZLEME VE KOORDİNASYON BAŞKANLIKLARI,HATAY YATIRIM İZLEME VE KOORDİNASYON BAŞKANLIĞI,YATIRIM İZLEME MÜDÜRLÜĞÜ YATIRIM İZLEME VE KOORDİNASYON BAŞKANLIKLARI HATAY YATIRIM İZLEME VE KOORDİNASYON BAŞKANLIĞI,HATAY,,"1.420.000,00 TRY","1.429.621,94 TRY",,13.09.2023,"1.500.000,00 TRY","1.420.000,00 TRY",Yok,,,1420000,1429621.94,1420000,1500000,-0.6730408740089666,5.633802816901409,Mustafa Kemal Üniversitesi Tayfur Sökmen Kampüsü Geçici Yerleşkesi,31.08.2023 16:30
2023/851471,2023/851471e-ihale,Hatay Meteoroloji Müdürlüğü Hizmet ve Lojman Binası Onarım İşi,Yapım - Pazarlık - Pazarlık (MD 21 B),Verilemez,452100001,17.08.2023,Sonuç İlanı,Hatay Meteoroloji Müdürlüğü Antakya/HATAY,Hatay Meteoroloji Müdürlüğü - 31.08.2023 15:00,Sonuç İlanı Yayımlanmış,"ÇEVRE, ŞEHİRCİLİK VE İKLİM DEĞİŞİKLİĞİ BAKANLIĞI",METEOROLOJİ GENEL MÜDÜRLÜĞÜ,"HATAY METEOROLOJİ MÜDÜRLÜĞÜ ÇEVRE, ŞEHİRCİLİK VE İKLİM DEĞİŞİKLİĞİ BAKANLIĞI",HATAY,,"4.150.000,00 TRY","4.040.040,29 TRY",,15.09.2023,"4.475.000,00 TRY","4.150.000,00 TRY",Yok,,,4150000,4040040.29,4150000,4475000,2.721747856628429,7.83132530120482,Hatay Meteoroloji Müdürlüğü,31.08.2023 15:00
2023/890769,2023/890769e-ihale,Kırıkhan İlçesi Şehit Ahmet Saylak İlkokulu Onarım İşi,Yapım - Pazarlık - Pazarlık (MD 21 B),Verilemez,452100001,28.08.2023,Sonuç İlanı,Hatay İli Kırıkhan İlçesi,HATAY İL MİLLİ EĞİTİM MÜDÜRLÜĞÜ-DESTEK HİZMETLERİ ŞUBE MÜDÜRLÜĞÜ - 31.08.2023 13:00,Sonuç İlanı Yayımlanmış,MİLLİ EĞİTİM BAKANLIĞI,BAKAN YARDIMCILIKLARI,Hatay İl Milli Eğitim Müdürlüğü- MİLLİ EĞİTİM BAKANLIĞI BAKAN YARDIMCILIKLARI,HATAY,,"2.586.832,00 TRY","3.997.950,83 TRY",,15.09.2023,"2.719.465,00 TRY","2.586.832,00 TRY",Yok,,,2586832,3997950.83,2586832,2719465,-35.29605265305376,5.127236712704962,HATAY İL MİLLİ EĞİTİM MÜDÜRLÜĞÜ-DESTEK HİZMETLERİ ŞUBE MÜDÜRLÜĞÜ,31.08.2023 13:00
2023/883364,2023/883364e-ihale,"ZİYARET , BÜYÜKBURÇ VE SOFULAR MAHALLERİ ÇOK AMAÇLI SALON İKMAL İNŞAATI YAPIM İŞİ",Yapım - Pazarlık - Pazarlık (MD 21 B),Verilebilir,452100001,24.08.2023,Sonuç İlanı,Altınözü,ALTINÖZÜ BELEDİYESİ TOPLANTI SALONU - 29.08.2023 14:00,Sonuç İlanı Yayımlanmış,BELEDİYELER,,ALTINÖZÜ BELEDİYESİ,HATAY,,"5.546.658,00 TRY","6.230.147,95 TRY",,18.09.2023,"5.546.658,00 TRY","5.546.658,00 TRY",Yok,,,5546658,6230147.95,5546658,5546658,-10.970685696155902,0,ALTINÖZÜ BELEDİYESİ TOPLANTI SALONU,29.08.2023 14:00
2023/826518,2023/826518e-ihale,Gaziantep Kültür Evi Yapım İşi,Yapım - Pazarlık - Pazarlık (MD 21 B),Verilemez,452100001,21.08.2023,Sonuç İlanı,Payas İlçesi,Payas Belediyesi İhale Komisyonu Toplantı Odası - 24.08.2023 15:00,Sonuç İlanı Yayımlanmış,BELEDİYELER,,PAYAS BELEDİYESİ FEN İŞLERİ MÜDÜRLÜĞÜ,HATAY,,"9.950.000,00 TRY","10.321.321,06 TRY",,21.09.2023,"9.950.000,00 TRY","9.950.000,00 TRY",Yok,,,9950000,10321321.06,9950000,9950000,-3.5976117576561517,0,Payas Belediyesi İhale Komisyonu Toplantı Odası,24.08.2023 15:00
2023/871047,2023/871047e-ihale,Kırıkhan Karadurmuşlu İlkokulu Onarım,Yapım - Pazarlık - Pazarlık (MD 21 B),Verilemez,452100001,21.08.2023,Sonuç İlanı,Kırıkhan İlçesi,HATAY İL MİLLİ EĞİTİM MÜDÜRLÜĞÜ DESTEK HİZMETLERİ ŞUBESİ - 24.08.2023 15:00,Sonuç İlanı Yayımlanmış,MİLLİ EĞİTİM BAKANLIĞI,BAKAN YARDIMCILIKLARI,Hatay İl Milli Eğitim Müdürlüğü- MİLLİ EĞİTİM BAKANLIĞI BAKAN YARDIMCILIKLARI,HATAY,,"717.369,12 TRY","1.007.497,11 TRY",,04.09.2023,"834.812,30 TRY","717.369,12 TRY",Yok,,,717369.12,1007497.11,717369.12,834812.3,-28.79690543231434,16.371373777560994,HATAY İL MİLLİ EĞİTİM MÜDÜRLÜĞÜ DESTEK HİZMETLERİ ŞUBESİ,24.08.2023 15:00
2023/820282,2023/820282e-ihale,Hatay Arsuz YİKOB Tesisleri Güçlendirme Yapım İşi,Yapım - Pazarlık - Pazarlık (MD 21 B),Verilemez,452100001,15.08.2023,Sonuç İlanı,Arsuz/HATAY,Hatay Valiliği Yatırım İzleme ve Koordinasyon Başkanlığı Mustafa Kemal Üniversitesi Tayfur Sökmen Kampüsü Geçici Yerleşkesi - 18.08.2023 15:00,Sonuç İlanı Yayımlanmış,YATIRIM İZLEME VE KOORDİNASYON BAŞKANLIKLARI,HATAY YATIRIM İZLEME VE KOORDİNASYON BAŞKANLIĞI,YATIRIM İZLEME MÜDÜRLÜĞÜ YATIRIM İZLEME VE KOORDİNASYON BAŞKANLIKLARI HATAY YATIRIM İZLEME VE KOORDİNASYON BAŞKANLIĞI,HATAY,,"13.299.050,00 TRY","12.836.795,22 TRY",,25.09.2023,"15.296.221,00 TRY","13.299.050,00 TRY",Yok,,,13299050,12836795.22,13299050,15296221,3.6010138985453044,15.017395979412063,Hatay Valiliği Yatırım İzleme ve Koordinasyon Başkanlığı Mustafa Kemal Üniversitesi Tayfur Sökmen Kampüsü Geçici Yerleşkesi,18.08.2023 15:00
2023/848564,2023/848564e-ihale,SAMANDAĞI İLÇESİ 2 (İKİ) OKULUN (KUŞALANI ANADOLU LİSESİ VE KARAÇAY BEDİİ SABUNCU ANADOLU LİSESİ VE EK HİZMET BİNASI )ONARIM İŞİ,Yapım - Pazarlık - Pazarlık (MD 21 B),Verilemez,452100001,16.08.2023,Sonuç İlanı,HATAY İLİ SAMANDAĞ İLÇESİ,HATAY İL MİLLİ EĞİTİM MÜDÜRLÜĞÜ-DESTEK HİZMETLERİ ŞUBE MÜDÜRLÜĞÜ - 18.08.2023 15:00,Sonuç İlanı Yayımlanmış,MİLLİ EĞİTİM BAKANLIĞI,BAKAN YARDIMCILIKLARI,Hatay İl Milli Eğitim Müdürlüğü- MİLLİ EĞİTİM BAKANLIĞI BAKAN YARDIMCILIKLARI,HATAY,,"4.963.168,20 TRY","7.057.390,68 TRY",,29.08.2023,"6.151.237,30 TRY","4.963.168,20 TRY",Yok,,,4963168.2,7057390.68,4963168.2,6151237.3,-29.674175271815894,23.937715832399142,HATAY İL MİLLİ EĞİTİM MÜDÜRLÜĞÜ-DESTEK HİZMETLERİ ŞUBE MÜDÜRLÜĞÜ,18.08.2023 15:00
2023/836407,2023/836407e-ihale,Hatay Büyükşehir Belediyesi Afet Kapsamında Yerleşim Yerlerinin Elektrik ve Aydınlatma Tesisatlarının Yapım İşi,Yapım - Pazarlık - Pazarlık (MD 21 B),Verilemez,45310000,14.08.2023,Sonuç İlanı,HATAY İLİ SINIRLARI İÇERİSİNDEKİ SORUMLULUK ALANLARINDA BULUNAN AFET KAPSAMINDAKİ YERLEŞİM YERLERİNE YAPILACAKTIR.,Antakya Expo Alanı B Blok Zemin Kat - Destek Hizmetleri Dairesi Başkanlığı İhale Şube Müdürlüğünde toplanılacaktır. - 18.08.2023 14:30,Sonuç İlanı Yayımlanmış,BELEDİYELER,,HATAY BÜYÜKŞEHİR BELEDİYESİ SATIN ALMA DAİRESİ BAŞKANLIĞI,HATAY,,"6.956.120,00 TRY","7.098.530,15 TRY",,01.09.2023,"7.432.615,00 TRY","6.956.120,00 TRY",Yok,,,6956120,7098530.15,6956120,7432615,-2.00619208470926,6.8500112131475595,Antakya Expo Alanı B Blok Zemin Kat - Destek Hizmetleri Dairesi Başkanlığı İhale Şube Müdürlüğünde toplanılacaktır.,18.08.2023 14:30
2023/832552,2023/832552e-ihale,Hatay Meteoroloji Müdürlüğü Radar Binası Onarım İşi,Yapım - Pazarlık - Pazarlık (MD 21 B),Verilemez,452100001,11.08.2023,Sonuç İlanı,Hatay,Saraykent Mah. Şükrü Balcı Cad. No:211 Antakya/HATAY - 17.08.2023 15:00,Sonuç İlanı Yayımlanmış,"ÇEVRE, ŞEHİRCİLİK VE İKLİM DEĞİŞİKLİĞİ BAKANLIĞI",METEOROLOJİ GENEL MÜDÜRLÜĞÜ,"HATAY METEOROLOJİ MÜDÜRLÜĞÜ ÇEVRE, ŞEHİRCİLİK VE İKLİM DEĞİŞİKLİĞİ BAKANLIĞI",HATAY,,"2.695.000,00 TRY","2.486.020,35 TRY",,06.09.2023,"2.734.000,00 TRY","2.695.000,00 TRY",Yok,,,2695000,2486020.35,2695000,2734000,8.406192250196177,1.4471243042671615,Saraykent Mah. Şükrü Balcı Cad. No:211 Antakya/HATAY,17.08.2023 15:00
2023/817575,2023/817575e-ihale,HAFİF ÇELİK PREFABRİK BİNALARI ELEKTRİK İMALATLARI,Yapım - Pazarlık - Pazarlık (MD 21 B),Verilemez,452100001,08.08.2023,Sonuç İlanı,Hatay Tarım Orman İl Müdürlüğü Serinyol Orman Fidanlık Müdürlüğü Yerleşkesi,Hatay Tarım Orman İl Müdürlüğü Serinyol Orman Fidanlık Müdürlüğü Yerleşkesi - 16.08.2023 12:00,Sonuç İlanı Yayımlanmış,TARIM VE ORMAN BAKANLIĞI,BAKAN YARDIMCILIKLARI,Tarım ve Orman Bakanlığı İl Müdürlüğü TARIM VE ORMAN BAKANLIĞI BAKAN YARDIMCILIKLARI,HATAY,,"6.870.000,00 TRY","7.246.155,60 TRY",,08.09.2023,"7.245.000,00 TRY","6.870.000,00 TRY",Yok,,,6870000,7246155.6,6870000,7245000,-5.1911057499234445,5.458515283842795,Hatay Tarım Orman İl Müdürlüğü Serinyol Orman Fidanlık Müdürlüğü Yerleşkesi,16.08.2023 12:00
2023/817346,2023/817346e-ihale,Samandağ İlçesi Şehit Teğmen Ali Emre Fırıncıoğulları İlkokulu-Anaokulu Onarım,Yapım - Pazarlık - Pazarlık (MD 21 B),Verilemez,452100001,08.08.2023,Sonuç İlanı,Samandağ İlçesi,HATAY İL MİLLİ EĞİTİM MÜDÜRLÜĞÜ DESTEK HİZMETLERİ ŞUBESİ - 11.08.2023 12:30,Sonuç İlanı Yayımlanmış,MİLLİ EĞİTİM BAKANLIĞI,BAKAN YARDIMCILIKLARI,Hatay İl Milli Eğitim Müdürlüğü- MİLLİ EĞİTİM BAKANLIĞI BAKAN YARDIMCILIKLARI,HATAY,,"2.564.318,00 TRY","3.465.662,54 TRY",,24.08.2023,"3.189.723,72 TRY","2.564.318,00 TRY",Yok,,,2564318,3465662.54,2564318,3189723.72,-26.007856494879622,24.388773935213973,HATAY İL MİLLİ EĞİTİM MÜDÜRLÜĞÜ DESTEK HİZMETLERİ ŞUBESİ,11.08.2023 12:30
